Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-11-13 00:00:00-05:00,82.9844741821289,82.9844741821289,82.9844741821289,82.9844741821289,0,0.0,0
2000-11-14 00:00:00-05:00,84.9381332397461,84.9381332397461,84.9381332397461,84.9381332397461,0,0.0,0
2000-11-15 00:00:00-05:00,85.37005615234375,85.37005615234375,85.37005615234375,85.37005615234375,0,0.0,0
2000-11-16 00:00:00-05:00,84.30023956298828,84.30023956298828,84.30023956298828,84.30023956298828,0,0.0,0
2000-11-17 00:00:00-05:00,84.0210952758789,84.0210952758789,84.0210952758789,84.0210952758789,0,0.0,0
2000-11-20 00:00:00-05:00,82.47943115234375,82.47943115234375,82.47943115234375,82.47943115234375,0,0.0,0
2000-11-21 00:00:00-05:00,82.7718276977539,82.7718276977539,82.7718276977539,82.7718276977539,0,0.0,0
2000-11-22 00:00:00-05:00,81.24342346191406,81.24342346191406,81.24342346191406,81.24342346191406,0,0.0,0
2000-11-24 00:00:00-05:00,82.43955993652344,82.43955993652344,82.43955993652344,82.43955993652344,0,0.0,0
2000-11-27 00:00:00-05:00,82.8847885131836,82.8847885131836,82.8847885131836,82.8847885131836,0,0.0,0
2000-11-28 00:00:00-05:00,82.09400177001953,82.09400177001953,82.09400177001953,82.09400177001953,0,0.0,0
2000-11-29 00:00:00-05:00,82.4728012084961,82.4728012084961,82.4728012084961,82.4728012084961,0,0.0,0
2000-11-30 00:00:00-05:00,80.8181381225586,80.8181381225586,80.8181381225586,80.8181381225586,0,0.0,0
2000-12-01 00:00:00-05:00,80.83810424804688,80.83810424804688,80.83810424804688,80.83810424804688,0,0.0,0
2000-12-04 00:00:00-05:00,81.43612670898438,81.43612670898438,81.43612670898438,81.43612670898438,0,0.0,0
2000-12-05 00:00:00-05:00,84.612548828125,84.612548828125,84.612548828125,84.612548828125,0,0.0,0
2000-12-06 00:00:00-05:00,83.08415222167969,83.08415222167969,83.08415222167969,83.08415222167969,0,0.0,0
2000-12-07 00:00:00-05:00,82.60567474365234,82.60567474365234,82.60567474365234,82.60567474365234,0,0.0,0
2000-12-08 00:00:00-05:00,84.22712707519531,84.22712707519531,84.22712707519531,84.22712707519531,0,0.0,0
2000-12-11 00:00:00-05:00,84.87169647216797,84.87169647216797,84.87169647216797,84.87169647216797,0,0.0,0
2000-12-12 00:00:00-05:00,84.32674407958984,84.32674407958984,84.32674407958984,84.32674407958984,0,0.0,0
2000-12-13 00:00:00-05:00,83.65564727783203,83.65564727783203,83.65564727783203,83.65564727783203,0,0.0,0
2000-12-14 00:00:00-05:00,82.47943115234375,82.47943115234375,82.47943115234375,82.47943115234375,0,0.0,0
2000-12-15 00:00:00-05:00,80.71184539794922,80.71184539794922,80.71184539794922,80.71184539794922,0,0.0,0
2000-12-18 00:00:00-05:00,81.36308288574219,81.36308288574219,81.36308288574219,81.36308288574219,0,0.0,0
2000-12-19 00:00:00-05:00,80.31307983398438,80.31307983398438,80.31307983398438,80.31307983398438,0,0.0,0
2000-12-20 00:00:00-05:00,77.80127716064453,77.80127716064453,77.80127716064453,77.80127716064453,0,0.0,0
2000-12-21 00:00:00-05:00,78.42589569091797,78.42589569091797,78.42589569091797,78.42589569091797,0,0.0,0
2000-12-22 00:00:00-05:00,80.08718872070312,80.08718872070312,80.08718872070312,80.08718872070312,0,0.0,0
2000-12-26 00:00:00-05:00,80.6520004272461,80.6520004272461,80.6520004272461,80.6520004272461,0,0.0,0
2000-12-27 00:00:00-05:00,81.5092544555664,81.5092544555664,81.5092544555664,81.5092544555664,0,0.0,0
2000-12-28 00:00:00-05:00,81.8348617553711,81.8348617553711,81.8348617553711,81.8348617553711,0,0.0,0
2000-12-29 00:00:00-05:00,80.97763061523438,80.97763061523438,80.97763061523438,80.97763061523438,0,0.0,0
2001-01-02 00:00:00-05:00,78.7049789428711,78.7049789428711,78.7049789428711,78.7049789428711,0,0.0,0
2001-01-03 00:00:00-05:00,82.67212677001953,82.67212677001953,82.67212677001953,82.67212677001953,0,0.0,0
2001-01-04 00:00:00-05:00,81.80165100097656,81.80165100097656,81.80165100097656,81.80165100097656,0,0.0,0
2001-01-05 00:00:00-05:00,79.64862823486328,79.64862823486328,79.64862823486328,79.64862823486328,0,0.0,0
2001-01-08 00:00:00-05:00,79.51571655273438,79.51571655273438,79.51571655273438,79.51571655273438,0,0.0,0
2001-01-09 00:00:00-05:00,79.8214111328125,79.8214111328125,79.8214111328125,79.8214111328125,0,0.0,0
2001-01-10 00:00:00-05:00,80.59220123291016,80.59220123291016,80.59220123291016,80.59220123291016,0,0.0,0
2001-01-11 00:00:00-05:00,81.4228515625,81.4228515625,81.4228515625,81.4228515625,0,0.0,0
2001-01-12 00:00:00-05:00,80.90454864501953,80.90454864501953,80.90454864501953,80.90454864501953,0,0.0,0
2001-01-16 00:00:00-05:00,81.41622161865234,81.41622161865234,81.41622161865234,81.41622161865234,0,0.0,0
2001-01-17 00:00:00-05:00,81.59561157226562,81.59561157226562,81.59561157226562,81.59561157226562,0,0.0,0
2001-01-18 00:00:00-05:00,82.73193359375,82.73193359375,82.73193359375,82.73193359375,0,0.0,0
2001-01-19 00:00:00-05:00,82.39968872070312,82.39968872070312,82.39968872070312,82.39968872070312,0,0.0,0
2001-01-22 00:00:00-05:00,82.41964721679688,82.41964721679688,82.41964721679688,82.41964721679688,0,0.0,0
2001-01-23 00:00:00-05:00,83.48948669433594,83.48948669433594,83.48948669433594,83.48948669433594,0,0.0,0
2001-01-24 00:00:00-05:00,83.73533630371094,83.73533630371094,83.73533630371094,83.73533630371094,0,0.0,0
2001-01-25 00:00:00-05:00,83.31670379638672,83.31670379638672,83.31670379638672,83.31670379638672,0,0.0,0
2001-01-26 00:00:00-05:00,83.16389465332031,83.16389465332031,83.16389465332031,83.16389465332031,0,0.0,0
2001-01-29 00:00:00-05:00,83.72872924804688,83.72872924804688,83.72872924804688,83.72872924804688,0,0.0,0
2001-01-30 00:00:00-05:00,84.3201675415039,84.3201675415039,84.3201675415039,84.3201675415039,0,0.0,0
2001-01-31 00:00:00-05:00,83.85498809814453,83.85498809814453,83.85498809814453,83.85498809814453,0,0.0,0
2001-02-01 00:00:00-05:00,84.3201675415039,84.3201675415039,84.3201675415039,84.3201675415039,0,0.0,0
2001-02-02 00:00:00-05:00,82.84490203857422,82.84490203857422,82.84490203857422,82.84490203857422,0,0.0,0
2001-02-05 00:00:00-05:00,83.14393615722656,83.14393615722656,83.14393615722656,83.14393615722656,0,0.0,0
2001-02-06 00:00:00-05:00,83.02434539794922,83.02434539794922,83.02434539794922,83.02434539794922,0,0.0,0
2001-02-07 00:00:00-05:00,82.33988952636719,82.33988952636719,82.33988952636719,82.33988952636719,0,0.0,0
2001-02-08 00:00:00-05:00,81.82819366455078,81.82819366455078,81.82819366455078,81.82819366455078,0,0.0,0
2001-02-09 00:00:00-05:00,80.73176574707031,80.73176574707031,80.73176574707031,80.73176574707031,0,0.0,0
2001-02-12 00:00:00-05:00,81.6820068359375,81.6820068359375,81.6820068359375,81.6820068359375,0,0.0,0
2001-02-13 00:00:00-05:00,80.98430633544922,80.98430633544922,80.98430633544922,80.98430633544922,0,0.0,0
2001-02-14 00:00:00-05:00,80.82478332519531,80.82478332519531,80.82478332519531,80.82478332519531,0,0.0,0
2001-02-15 00:00:00-05:00,81.48932647705078,81.48932647705078,81.48932647705078,81.48932647705078,0,0.0,0
2001-02-16 00:00:00-05:00,79.94764709472656,79.94764709472656,79.94764709472656,79.94764709472656,0,0.0,0
2001-02-20 00:00:00-05:00,78.55879974365234,78.55879974365234,78.55879974365234,78.55879974365234,0,0.0,0
2001-02-21 00:00:00-05:00,77.11018371582031,77.11018371582031,77.11018371582031,77.11018371582031,0,0.0,0
2001-02-22 00:00:00-05:00,76.96398162841797,76.96398162841797,76.96398162841797,76.96398162841797,0,0.0,0
2001-02-23 00:00:00-05:00,76.53870391845703,76.53870391845703,76.53870391845703,76.53870391845703,0,0.0,0
2001-02-26 00:00:00-05:00,77.88101959228516,77.88101959228516,77.88101959228516,77.88101959228516,0,0.0,0
2001-02-27 00:00:00-05:00,77.28958892822266,77.28958892822266,77.28958892822266,77.28958892822266,0,0.0,0
2001-02-28 00:00:00-05:00,76.19310760498047,76.19310760498047,76.19310760498047,76.19310760498047,0,0.0,0
2001-03-01 00:00:00-05:00,76.27287292480469,76.27287292480469,76.27287292480469,76.27287292480469,0,0.0,0
2001-03-02 00:00:00-05:00,75.8409652709961,75.8409652709961,75.8409652709961,75.8409652709961,0,0.0,0
