Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-01-02 00:00:00-05:00,0.6695692539215088,0.6695692539215088,0.6695692539215088,0.6695692539215088,0,0.0,0.0
1980-01-03 00:00:00-05:00,0.6812480092048645,0.6812480092048645,0.6812480092048645,0.6812480092048645,0,0.0,0.0
1980-01-04 00:00:00-05:00,0.6812480092048645,0.6812480092048645,0.6812480092048645,0.6812480092048645,0,0.0,0.0
1980-01-07 00:00:00-05:00,0.6987659335136414,0.6987659335136414,0.6987659335136414,0.6987659335136414,0,0.0,0.0
1980-01-08 00:00:00-05:00,0.7065513730049133,0.7065513730049133,0.7065513730049133,0.7065513730049133,0,0.0,0.0
1980-01-09 00:00:00-05:00,0.7162836790084839,0.7162836790084839,0.7162836790084839,0.7162836790084839,0,0.0,0.0
1980-01-10 00:00:00-05:00,0.7162836790084839,0.7162836790084839,0.7162836790084839,0.7162836790084839,0,0.0,0.0
1980-01-11 00:00:00-05:00,0.7201764583587646,0.7201764583587646,0.7201764583587646,0.7201764583587646,0,0.0,0.0
1980-01-14 00:00:00-05:00,0.7240692377090455,0.7240692377090455,0.7240692377090455,0.7240692377090454,0,0.0,0.0
1980-01-15 00:00:00-05:00,0.7260157465934753,0.7260157465934753,0.7260157465934753,0.7260157465934753,0,0.0,0.0
1980-01-16 00:00:00-05:00,0.7221230864524841,0.7221230864524841,0.7221230864524841,0.7221230864524841,0,0.0,0.0
1980-01-17 00:00:00-05:00,0.7201764583587646,0.7201764583587646,0.7201764583587646,0.7201764583587646,0,0.0,0.0
1980-01-18 00:00:00-05:00,0.7201764583587646,0.7201764583587646,0.7201764583587646,0.7201764583587646,0,0.0,0.0
1980-01-21 00:00:00-05:00,0.7182300686836243,0.7182300686836243,0.7182300686836243,0.7182300686836243,0,0.0,0.0
1980-01-22 00:00:00-05:00,0.727962076663971,0.727962076663971,0.727962076663971,0.727962076663971,0,0.0,0.0
1980-01-23 00:00:00-05:00,0.7357479333877563,0.7357479333877563,0.7357479333877563,0.7357479333877563,0,0.0,0.0
1980-01-24 00:00:00-05:00,0.7357479333877563,0.7357479333877563,0.7357479333877563,0.7357479333877563,0,0.0,0.0
