Date,Stock,Close,Predicted_Close,Mean_Abs_Error
2022-12-12,vfiax,364.260009765625,363.49363508069234,1.6379858348339307
2022-12-12,agthx,53.189998626708984,53.110793366744446,0.16800661709725692
2022-12-12,oxy,62.599998474121094,62.47283351485824,0.4839791821209247
2022-12-12,xom,103.54000091552734,103.28113555486883,0.3070820329510876
2022-12-12,vrtx,312.2200012207031,310.8858213198628,1.6231256769963849
2022-12-12,enph,319.54998779296875,313.85399240400756,2.7388437100687293
2022-12-12,four,49.52000045776367,49.92641130331704,2.828824474425517
2022-12-12,on,70.52999877929688,69.78940264587372,0.4567697328766019
2022-12-13,vsmpx,182.16000366210938,181.72075698529162,1.494962647165535
2022-12-13,vfiax,369.4599914550781,368.6330562895658,1.6073353904114518
2022-12-13,agthx,53.720001220703125,53.60985749817783,0.1710126805573391
2022-12-13,oxy,64.02999877929688,63.92404004801555,0.4992048453158212
2022-12-13,xom,106.08999633789062,105.83854064822114,0.3041670394208647
2022-12-13,vrtx,314.19000244140625,312.7318361718794,1.6449966914408556
2022-12-13,enph,320.8599853515625,316.10923497527403,2.8753515362720194
2022-12-13,four,52.54999923706055,52.7404310552056,2.6112435999553005
2022-12-13,on,70.98999786376953,70.35696484042592,0.42679665661606947
2022-12-14,vsmpx,183.52000427246094,183.1289551323769,1.60854709447303
2022-12-14,vfiax,372.1700134277344,371.30348064445855,1.5353208488252428
2022-12-14,agthx,54.16999816894531,54.075433724885,0.17206367360462857
2022-12-14,oxy,64.27999877929688,64.16705648935846,0.49227530345976567
2022-12-14,xom,107.25,106.99654646359885,0.2878919544906031
2022-12-14,vrtx,307.0899963378906,305.73462999304894,1.6145386090873395
2022-12-14,enph,325.989990234375,321.4585883507215,2.3021347799514116
2022-12-14,four,53.029998779296875,53.276000041485915,2.644559500739081
2022-12-14,on,71.55999755859375,70.90128959447388,0.4354911154372713
2022-12-15,vsmpx,182.49000549316406,182.10783885237367,1.5380461793123354
2022-12-15,vfiax,369.989990234375,369.2062399609983,1.5539679023630522
2022-12-15,agthx,53.95000076293945,53.851786003680175,0.15270220814873234
2022-12-15,oxy,63.68000030517578,63.53712294488996,0.4841348793851946
2022-12-15,xom,106.45999908447266,106.21803571723173,0.2723709454638085
2022-12-15,vrtx,312.0899963378906,310.7966467610527,1.683026611409496
2022-12-15,enph,332.79998779296875,327.4803662074609,2.4960716604585973
2022-12-15,four,52.939998626708984,53.05519447126799,2.555244700030819
2022-12-15,on,67.58999633789062,66.90209112361818,0.41704442976005524
2022-12-16,vsmpx,177.89999389648438,177.6193384444202,1.4030067115484708
2022-12-16,vfiax,360.7900085449219,359.94759337543724,1.6182333002704992
2022-12-16,agthx,52.619998931884766,52.511428772420366,0.17188782072037173
2022-12-16,oxy,61.6609001159668,61.553002360532815,0.5080343730649465
2022-12-16,xom,104.31999969482422,104.06913486058197,0.2917660739670684
2022-12-16,vrtx,303.7699890136719,302.4631146053225,1.6960413252676232
2022-12-16,enph,303.30999755859375,299.1762654731383,2.196681920524858
2022-12-16,four,52.39500045776367,52.49691241349391,2.451542371163148
2022-12-16,on,64.7300033569336,64.21946152870083,0.4695999938311855
